,eng,Subject
10554,"Consider the following redox reaction:
\( 2 S_{2} O_{3}^{2-}+I_{2} \longrightarrow S_{4} O_{6}^{2-}+2 I^{\ominus} \)
This question has multiple correct options
A \( \cdot S_{2} O_{3}^{2-} \) gets reduced to \( S_{4} O_{6}^{2} \)
B. \( S_{2} O_{3}^{2-} \) gets oxidised to \( S_{4} O_{6}^{2} \)
c. \( I_{2} \) gets reduced to \( I^{\ominus} \)
\( \mathbf{D} \cdot I_{2} \) gets oxidised to \( I^{\ominus} \)",Chemistry
80541,"Distance travelled by sound in year is called AU?
A . True
B. False",Physics
49698,"What is tooth enamel chemically? Show the condition when its start corroding.
what happens when food particles left in the mouth after eating degrade.",Chemistry
47527,"In the given figure, \( A B=B C \) and
\( A C=C D . \) Prove that: \( \angle B A D \)
\( \angle A D B=3: 1 \)",Maths
15820,"Two light rays \( P \) and \( Q \) are incident an
optical device \( ^{\prime} X^{\prime} \) which finally goes
along \( ^{\prime} \boldsymbol{R}^{\prime} \) and \( ^{\prime} \boldsymbol{S}^{\prime} . \) Identify optical device
\( \boldsymbol{X}^{\prime} \)
A. Concave lens
B. Concave mirror
c. Convex lens
D. Convex mirror",Physics
17846,"A ray \( O P \) of monochromatic light is
incident on the face \( A B \) of prism
\( A B C D \) near vertex \( B \) at an incident
angle of \( 60^{\circ} \) (see figure). If the refractive
index of the material of the prism is \( \sqrt{3} \) which of the following is (are) correct?
This question has multiple correct options
A. The ray gets totally internally reflected at face \( C D \)
B. The ray comes out through face \( A D \)
c. The angle between the incident ray and the emergent
ray is 90
D. The angle between the incident ray and the emergent ray is \( 120^{\circ} \)",Physics
89372,"If \( \vec{a}, \vec{b}, \vec{c} \) are three unit vector such that \( \overrightarrow{\boldsymbol{a}} \times \overrightarrow{\boldsymbol{b}}=\overrightarrow{\boldsymbol{c}}, \overrightarrow{\boldsymbol{b}} \times \overrightarrow{\boldsymbol{c}}=\overrightarrow{\boldsymbol{a}}, \overrightarrow{\boldsymbol{c}} \times \overrightarrow{\boldsymbol{a}}=\overrightarrow{\boldsymbol{b}} . \) Show
that \( \vec{a}, \vec{b}, \vec{c} \) from an orthogonal right handed tried of unit vectors.",Maths
23431,"What is average rate of a chemical
reaction?",Chemistry
91353,"How many bonds are there in
\( \mathbf{A} \cdot 14 \sigma, 8 \pi \)
B. \( 18 \sigma, 8 \pi \)
\( \mathbf{c} \cdot 19 \sigma, 4 \pi \)
D. \( 14 \sigma, 2 \pi \)",Chemistry
83174,"Which of the following statement is
true?
A. Mother determines the sex of the child.
B. Father inherits the character to the son only.
C. Father inherits the character to daughter only.
D. None of the above.",Biology
115793,"Write the following based on the graph. The ordinate of Lis
\( 4 .-7 \)
B
\( c_{1}-5 \)
None of these",Maths
111511,"What specific name can be given to the following sequence of steps: \( H g+h v \rightarrow \)
\( H g^{*} \)
\( H g^{*}+H_{2} \rightarrow H_{2}^{*}+H g \)
A. Fluorescence
B. Phosphorescence
c. Photosensitization
D. Chemilumionescence",Chemistry
118157,"The legume fruit develops from
A. Inferior ovary
B. Monocarpellary
C. Bicarpellary ovary
D. Multicarpellary ovary",Biology
11424,"The sum of \( n \) terms of an \( A P \) is \( 3 n^{2}+5 n \)
find the AP. Hence find its \( 16^{t h} \) term.",Maths
42126,"The points (6,2),(2,5) and (9,6) form the vertices of a \( _{--} \) triangle.
A . right
B. equilateral
c. right isosceles
D. scalene",Maths
56155,"mole of an ideal gas STP is subjected to a reversible adiabatic expansion to double its volume. The change in internal energy \( (\gamma=1.4) \)
A . 1169 J
B. 769 J
c. 1373 J
D. 969 J",Chemistry
3244,"Which reaction of ammonia forms the
first step of Ostwald's process?
A. The catalytic oxidation of ammonia by platinumm catalyst
B. The catalytic oxidation of ammonia by cobalt catalyst
catalyst
D. The oxidation of ammonia",Chemistry
30869,"The sum of \( n \) terms of the series \( 1^{2}- \)
\( \mathbf{2}^{2}+\mathbf{3}^{2}-\mathbf{4}^{2}+\mathbf{5}^{2}-\mathbf{6}^{2}+\ldots \) is
This question has multiple correct options
A \( \cdot \frac{-n(n+1)}{2} \) if \( n \) is ever
B. \( \frac{n(n+1)}{2} \) if \( n \) is od
c. \( -n(n+1) \) if \( n \) is even
D. \( \frac{n(n+1)(2 n+1)}{6} \) if \( n \) is odd",Maths
75148,"Which of the following statements is
not correct?
A. The shape of an atomic orbital depends on the azimuthal quantum number
B. The orientation of an atomic orbital depends on the magnetic quantum number
C. The energy of an electron in an atomic orbital of multielectron atom depends on the principal quantum number
D. The number of degenerate atomic orbitals of one type depends on the values of azimuthal and magnetic quantum numbers",Chemistry
13701,"Which of the following has two or more same electronic configuration?
This question has multiple correct options
A. Allotropes
B. Amphiprotic
c. Isoelectronic
D. Isomers
E. Isotopes",Chemistry
4772,"Which of the following is a best nuclear
fuel?
A. Thorium 236
B. Plutonium 239
c. Uranium 236
D. Neptunium 239",Physics
50468,"manometer M as shown. The stop cock
S controls the flow of air. AB is dipped
into a liquid whose surface tension is \( \sigma \)
On opening the stop cock for a while, a
bubble is formed at \( \mathrm{B} \) and the
manometer level is recorded, showing a
difference \( h \) in the levels in the two
arms. If \( \rho \) be the density of manometer
liquid and \( r \) the radius of curvature of
the bubble, then the surface tension \( \sigma \)
of the liquid is given by
\( \mathbf{A} \cdot \rho h r g \)
B. 2 phrg
c. 4 phrg
D. \( \frac{r h \rho g}{4} \)",Physics
71890,"Let \( n_{r} \) and \( n_{b} \) be respectively the number of photons emitted by a red bulb and a blue bulb of equal power in a given time, then:
A \( \cdot n_{r}=n_{b} \)
в. \( n_{r}<n_{b} \)
\( \mathrm{c} \cdot n_{r}>n_{b} \)
D. data insufficient",Physics
46208,"\( C O_{2} \) is not iso-structural with:
A. \( H g C l_{2} \)
в. \( \operatorname{Sn} C l_{2} \)
c. \( C_{2} H_{2} \)
D. \( Z n C l_{2} \)",Chemistry
29990,"The function \( \boldsymbol{f}:(\boldsymbol{R}-\mathbf{0}) \rightarrow \mathbf{R} \) given by
\( f(x)=\frac{1}{x}-\frac{2}{e^{2 x}-1} \) can be made
continuous at \( x=0 \) by defining \( f(0) \) as
A . 2
B. - -
c. 0
\( D \)",Maths
65754,"Select the incorrect geometry for
hybridization:
A. \( s p= \) linear
В \( \cdot s p^{3} d= \) Т.В.Р.
\( \mathbf{c} \cdot s p^{3} d^{2}=P . B . P \)
D. All are correct",Chemistry
24334,"State, whether the following statement
is True or False:
Neohydrocarbons contain a tertiary carbon atom.",Chemistry
58519,"The minimum value of \( 4 \cos ^{2} x+ \)
\( 5 \sin ^{2} x \) is",Maths
64607,"The position of a particle is given by \( \vec{r}=(\hat{i}+2 \hat{j}-\hat{k}) \) and momentum \( \vec{P}= \)
\( (3 \hat{i}+4 \hat{j}-2 \hat{k}) . \) The angular momentum is perpendicular to
A. X-axis
B. Y-axis
c. z-axis
D. Line at equal angles to all the three axes",Physics
71163,"Assertion
Sky appears blue.
Reason
Colloidal particles of dust scatter blue
light.
A. Both Assertion and Reason are correct and Reason is
the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is
not the correct explanation for Assertion
C. Assertion is correct but Reason is incorrect
D. Both Assertion and Reason are incorrect",Chemistry
58969,"The overall process of carbon nitrogen fusion cycle results in the fusion of 4 protons to yield helium nucleus and:
A. positron
B. two electrons
c. two positrons
D. an electron",Physics
21800,"In a beaker containing colloidal solution of sodium thiosulphate and a drop of con. sulphuric acid, light observed from side of beaker is:
A. Blue
B. Red
c. Green
D. Yellow",Physics
80853,"One centimetre is equal to
\( A \cdot 5 \mathrm{mm} \)
B. 10 \( \mathrm{mm} \)
\( c .15 \mathrm{mm} \)
D. None of these",Physics
23502,"The purpose of stream of air in leaching
process of \( A g_{2} S \) is to?
A. Oxidises \( N a_{2} S \) formed into \( N a_{2} S_{2} O_{3} \)
B. Oxidises \( N a_{2} S \) formed into \( N a_{2} S_{2} O_{4} \)
c. oxidises \( N a_{2} S \) formed into \( N a_{2} O \)
D. Act as catalyst",Chemistry
11602,"If \( \cot ^{-1}\left(\frac{1}{x+1}\right)+\cot ^{-1}\left(\frac{1}{x-1}\right)= \)
\( \tan ^{-1} 3 x-\tan ^{-1} x \)
then \( \boldsymbol{x}= \)
A. \( \pm 1 / 2 \)
B. \( -1, \pm 1 / 3 \)
c. 2,±1
D. \( -1 . \pm 1 / 2 \)",Maths
42183,"An element forms two oxides
containing, respectively, \( 50 \% \) and \( 40 \% \) by weight of the element. These oxides
illustrate the:
A. Law of constant composition
B. Law of multiple proportion
c. Law of reciprocal proportion
D. None of these",Chemistry
91203,"Number of ordered pair(s) \( (a, b) \) of real numbers such that \( (\boldsymbol{a}+\boldsymbol{i} \boldsymbol{b})^{2008}=\boldsymbol{a}- \)
ib holds good, is?
A . 2008
B. 2009
\( c .2010 \)
D. 2011",Maths
85712,"Vapour pressure of pure benzene at any
temperature is 640 mm \( H g . \) A non volatile, non-electrolyte solid whose
weight is \( 2.75 g m, \) is added to \( 39.0 g m \) of benzene. Vapour pressure of solution is 600 mm \( H g \). Calculate the molecular weight of the solid?",Chemistry
45239,"Draw a circle of radius \( 3 \mathrm{cm} \). Take two
points \( P \) and \( Q \) on one of its extended
on both sides of its centre, each at a distance of \( 7 \mathrm{cm} \) on opposites of its
centre. Draw tangents to the circle from each of these two points \( \boldsymbol{P} \) and \( \boldsymbol{Q} \)",Maths
29790,"A car travels a distance \( 100 \mathrm{m} \) with a constant acceleration and average
velocity of \( 20 m s^{-1} . \) The final velocity
acquired by the car is \( 25 m s^{-1} \). Find the
acceleration of the car.
A \( \cdot 1 m s^{-2} \)
B. \( 2 m s^{-2} \)
\( \mathbf{c} \cdot 0 m s^{-2} \)
D. \( 4 m s^{-2} \)",Physics
122272,"Explain the working of P-Njunction
diode in forward and reverse biased
mode",Physics
97759,"Mammalian lungs are
A. Hollow
B. Soft and spongy
C. Both A and B
D. None of the above",Biology
107589,"Bile juice contains no digestive enzymes, yet it is important for digestion. Why?",Biology
51604,"\( \frac{(\mathbf{1}) \boldsymbol{H} \boldsymbol{C I}}{(\mathbf{2}) \boldsymbol{C H}_{2} \boldsymbol{O} \boldsymbol{H}} \times \frac{(\mathbf{1}) \boldsymbol{L} \boldsymbol{i} A \boldsymbol{I} \boldsymbol{H}_{4} / \boldsymbol{E} \boldsymbol{t}_{2} \boldsymbol{O}}{(\mathbf{2}) \boldsymbol{H}_{2} \boldsymbol{O}} \boldsymbol{Y} \stackrel{\boldsymbol{H}_{O}^{+}}{\longrightarrow} \boldsymbol{Z} \) ldentify \( X, Y \) and \( Z \)
(according to the image shown, the
correct ans is)",Chemistry
89489,Define excretion.,Biology
117582,"Carbohydrates that, on attempted hydrolysis, are not cleaved to smaller
carbohydrates are called:
A. oligosaccharides
B. polysaccharides
c. disaccharides
D. monosaccharides",Chemistry
12674,"The three angles of a triangle are in the
ratio \( 1: 2: 1 . \) Find all the angles of the
triangle, classify the triangle in two different ways.",Maths
5565,"A code word is to consist of two English alphabets followed by two distinct numbers between 1 and \( 9 . \) For example, \( C A 23 \) is a code word. How many such
code words are there?",Maths
79621,"Gases have fixed shape and volume.
A. True
B. False",Chemistry
46789,"The number of boys and girls in a class are in the ratio \( 7: 5 . \) The number of boys
is 8 more than the number of girls. What is the total class strength?
\( \mathbf{A} \cdot 48 \)
B. 47
c. 46
D. 45",Maths
105117,"Aldehydes showing
A. Electrophilic addition
B. Electrophilic substitution
C . Nucleophilic addition
D. Nucleophilic substitution",Chemistry
52745,"Which of the following pair is incorrectly matched?
A. Van Arkel method - Zirconium
B. Krolls process - Titanium
c. Froth Floatation - Cerussite
D. Distillation - zinç",Chemistry
27898,"If \( \frac{1-x+6 x^{2}}{x-x^{3}}=\frac{A}{x}+\frac{B}{1-x}+\frac{C}{1+x} \)
then \( \mathbf{A}= \)
\( A \)
B . 2
\( c .3 \)
D. 4",Maths
120366,"Make h the subject of the formula given
above.
A \( \quad h=\frac{s+2 \pi r^{2}}{2 \pi r} \)
B. \( h=\frac{s-2 \pi r^{2}}{2 \pi r} \)
c. \( h=\frac{s-2 \pi r^{2}}{4 \pi r} \)
D. none of the above",Maths
71132,"For which vitamin liver is not the
source?
A. Vitamin - \( B_{1} \)
B. Vitamin - \( B_{2} \)
c. vitamin - \( B_{12} \)
D. Vitamin- \( H \)",Chemistry
43380,"Two cars each with mass \( M \) are
heading towards each other, one with
velocity \( v_{1}=-2 m / s \) and the other with
\( \boldsymbol{v}_{2}=\mathbf{3} \boldsymbol{m} / \boldsymbol{s} \)
What is the speed of the center of mass of the two-car system?
A \( \cdot \frac{1}{2} m / s \)
в. \( 1 m / s \)
c. \( \frac{3}{2} m / s \)
D. \( \frac{5}{2} m / s \)
E. \( 5 m / s \)",Physics
75968,"The strongest acid is:
A. acetic acid
B. trichloroacetic acid
C . dichloroacetic acid
D. monochloroacetic acid",Chemistry
104797,"A spherical planet far out in space has a
\( \operatorname{mass} M_{0} \) and diameter \( D_{0} . \) A particle of mass m falling freely near the surface of this planet will experience an acceleration due to gravity which is equal to:
A \( \cdot \frac{G M_{0}}{D_{0}^{2}} \)
в. \( \frac{4 m G M_{0}}{D_{0}^{2}} \)
c. \( \frac{4 G M_{0}}{D_{0}^{2}} \)
D. \( \frac{G m M_{0}}{D_{0}^{2}} \)",Physics
70098,"Which of the following statements is
not correct about \( X e F_{2} ? \)
A. It can be obtained by direct reaction between \( F_{2} \) and Xe at high pressure.
B. \( X e F_{2} \) undergoes alkaline hydrolysis to give \( O_{2} \) and \( X \) e.
C \( . X e F_{2} \) is a powerful reducing agent.
D. \( X e F_{2} \) contains two bond pairs and three lone pairs.",Chemistry
92292,"The radius of nucleus is:
A. proportional to its mass number
B. inversely proportional to its mass number
C. proportional to the cube root of its mass number
D. not related to its mass number",Chemistry
111638,"\( \vec{A} \) and \( \vec{B} \) are two vectors, find the angle
between them, if \( |\overrightarrow{\boldsymbol{A}} \times \overrightarrow{\boldsymbol{B}}|=\sqrt{\mathbf{3}}(\overrightarrow{\boldsymbol{A}} \cdot \overrightarrow{\boldsymbol{B}}) \) the value of is :-
A \( .90^{\circ} \)
В. \( 60^{\circ} \)
\( c \cdot 45 \)
D. 30",Maths
49832,"A solution contains \( \boldsymbol{H} \boldsymbol{C l} \)
\( C l_{2} H C C O O H \) and \( C H_{3} C O O H \) at
concentrations \( 0.09 M \) in \( H C l, 0.09 M \)
in \( C l_{2} H C C O O H \) and \( 0.1 M \) in
\( C H_{3} C O O H, p H \) for the solution is 1
lonization constant of \( C H_{3} C O O H= \)
\( 10^{-5} . \) What is the magnitude of \( K \) for
dichloroacetic acid?
A \( \cdot k a_{2}=1.25 \times 10^{-2} \)
В . \( k a_{2}=1.25 \times 10^{-1} \)
D. \( k a_{2}=1.25 \times 10^{-3} \)",Chemistry
13474,"In a step-down transformer the
secondary coil has number of
turns
A. strength
B. less
c. alternating
D. primary",Physics
57828,"What is the percentage of oxygen in the atmosphere?
A . 78\%
B. 21\%
c. 12\%
D. 11\%",Biology
27964,"The highest score of a certain data exceeds in lowest score by 16 and coefficient of range is \( \frac{1}{3} . \) The sum of the highest score and the lowest score is
A . 36
B. 48
c. 24
D. 18",Maths
79663,"Hertz stands for:
A. second
B. second \( ^{-1} \)
c. meter
D. meter",Physics
51425,Discuss the continuity and differentiability of \( \boldsymbol{f}(\boldsymbol{x})=|\log | \boldsymbol{x} \| \),Maths
27329,"Assertion
In circular motion work done by all the
forces acting on the body is zero.
Reason

Centripetal force and velocity are
mutually perpendicular.
A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
C. Assertion is correct but Reason is incorrect
D. Both Assertion and Reason are incorrect",Physics
117978,"Who among the following are associated with SONAR?
A. Plumber
B. Doctor
c. carpenter
D. Navigators",Physics
17259,"5th period element with no electrons in
5th orbit is:
A. Pd
B. Pt
c. \( \mathrm{Ni} \)
D. zn",Chemistry
87172,"Factorial of negative numbers is always
greater than 1
A. True
B. False
c. Either
D. Neither",Maths
121272,"If \( \overrightarrow{\boldsymbol{F}} \) is the force acting on a particle
having position vector \( \vec{r} \) and \( \vec{\tau} \) be the torque of this force about the origin, then :
A \( \cdot \vec{r} . \vec{\tau}=0 \) and \( \vec{F} \cdot \vec{\tau} \neq 0 \)
В . \( \vec{r} . \vec{\tau} \neq 0 \) and \( \vec{F} . \vec{\tau}=0 \)
c. \( \vec{r} . \vec{r}>0 \) and \( \vec{F} . \vec{\tau}<0 \)
D . \( \vec{r} . \vec{r}=0 \) and \( \vec{F} . \vec{\tau}=0 \)",Physics
28164,"The value of
\( \int_{-1}^{1} \max \{2-x, 2,1+x\} d x \) is?
\( \mathbf{A} \cdot \mathbf{4} \)
B. \( \frac{9}{2} \)
\( c \cdot 2 \)
D. none of these",Maths
